timestamp,station_id,station_name,latitude,longitude,pm25,pm10,no2,temperature_c,relative_humidity,wind_speed_mps,rainfall_mm,hour,weekday,month
2025-01-02 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,36.35,71.21,26.16,22.26,64.36,2.52,5.47,2,3,1
2025-01-02 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,61.25,106.09,24.11,22.41,55.4,1.03,0.0,3,3,1
2025-01-02 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,48.88,60.83,24.78,23.02,70.1,1.51,2.3,4,3,1
2025-01-02 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,61.41,111.12,23.8,23.77,69.11,1.36,0.0,5,3,1
2025-01-02 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.15,112.51,24.77,26.66,62.87,0.88,0.0,6,3,1
2025-01-02 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,77.88,121.55,35.07,24.51,55.11,1.4,0.0,7,3,1
2025-01-02 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,61.98,107.97,33.01,25.29,60.46,1.89,0.0,8,3,1
2025-01-02 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,73.46,130.87,30.88,25.77,49.21,1.74,0.0,9,3,1
2025-01-02 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.58,95.03,26.19,28.21,50.18,2.1,0.0,10,3,1
2025-01-02 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,63.66,92.69,22.13,29.39,50.57,1.38,0.0,11,3,1
2025-01-02 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,104.46,183.78,26.15,28.24,59.34,1.96,0.0,12,3,1
2025-01-02 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,57.53,99.78,21.38,27.49,51.82,1.86,0.29,13,3,1
2025-01-02 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.85,98.99,23.22,27.39,51.59,2.57,0.0,14,3,1
2025-01-02 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,47.71,80.95,26.5,28.81,66.8,2.85,0.0,15,3,1
2025-01-02 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,49.24,81.09,27.71,28.37,58.46,3.34,3.38,16,3,1
2025-01-02 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.87,108.19,35.01,27.4,60.03,3.66,0.0,17,3,1
2025-01-02 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,64.27,105.66,28.37,25.11,57.71,3.48,0.0,18,3,1
2025-01-02 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,53.16,98.92,33.82,25.28,58.42,2.81,7.42,19,3,1
2025-01-02 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,73.94,124.08,39.44,24.23,50.95,2.56,0.0,20,3,1
2025-01-02 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.6,108.81,32.92,23.51,71.81,3.3,0.0,21,3,1
2025-01-02 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.81,115.47,26.41,23.57,70.35,3.58,0.0,22,3,1
2025-01-02 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.96,100.33,27.07,22.24,67.85,2.69,0.0,23,3,1
2025-01-03 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,51.4,84.83,21.35,22.43,68.9,1.77,0.0,0,4,1
2025-01-03 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,44.83,65.82,26.21,21.58,74.42,3.14,0.0,1,4,1
2025-01-03 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,53.64,100.59,24.21,21.97,60.4,2.16,0.0,2,4,1
2025-01-03 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,51.26,83.5,19.06,22.73,65.39,1.78,0.0,3,4,1
2025-01-03 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.15,130.94,23.29,20.78,60.84,0.97,0.0,4,4,1
2025-01-03 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.65,137.45,25.29,22.87,76.63,1.34,0.0,5,4,1
2025-01-03 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.99,109.21,27.58,23.53,69.32,1.54,0.0,6,4,1
2025-01-03 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,80.78,128.73,29.19,24.23,48.78,1.43,0.0,7,4,1
2025-01-03 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,75.17,135.68,30.87,25.58,50.85,0.93,0.0,8,4,1
2025-01-03 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,78.14,154.77,29.51,28.54,57.21,1.31,0.0,9,4,1
2025-01-03 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,71.71,108.41,23.79,26.44,53.51,1.22,0.0,10,4,1
2025-01-03 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,64.27,133.47,22.54,29.19,47.13,2.45,0.0,11,4,1
2025-01-03 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,63.77,99.83,21.88,26.36,65.94,2.34,0.0,12,4,1
2025-01-03 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,45.7,67.69,22.67,28.1,55.88,1.96,0.0,13,4,1
2025-01-03 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.92,96.94,22.16,28.58,57.12,1.93,0.0,14,4,1
2025-01-03 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.1,98.74,28.06,28.73,50.92,2.83,0.0,15,4,1
2025-01-03 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.36,102.62,23.97,28.33,60.68,2.69,0.0,16,4,1
2025-01-03 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,62.47,113.03,24.5,27.7,55.72,2.88,0.0,17,4,1
2025-01-03 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,67.3,126.18,38.89,25.49,58.23,2.66,0.0,18,4,1
2025-01-03 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.97,126.66,30.98,24.45,65.67,2.74,0.0,19,4,1
2025-01-03 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.05,109.78,36.12,25.12,54.3,3.24,0.0,20,4,1
2025-01-03 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.84,108.34,32.0,23.02,75.58,2.95,0.0,21,4,1
2025-01-03 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,51.68,106.44,24.54,20.99,68.75,4.03,0.0,22,4,1
2025-01-03 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.38,93.88,24.09,20.61,76.61,2.97,0.0,23,4,1
2025-01-04 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,38.37,79.96,14.6,20.52,63.27,1.94,0.0,0,5,1
2025-01-04 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,38.73,64.81,16.66,22.1,64.46,1.51,0.0,1,5,1
2025-01-04 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,40.11,72.77,13.13,21.79,62.76,2.12,0.0,2,5,1
2025-01-04 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.12,73.38,15.27,22.8,70.43,1.52,0.0,3,5,1
2025-01-04 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.48,90.74,16.4,22.01,68.05,2.09,0.91,4,5,1
2025-01-04 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,43.75,83.27,21.48,23.44,63.21,1.46,0.0,5,5,1
2025-01-04 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,59.33,102.6,18.77,24.84,57.99,0.34,0.0,6,5,1
2025-01-04 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.66,121.47,19.05,24.63,54.4,0.74,0.0,7,5,1
2025-01-04 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,58.2,92.37,21.32,26.45,59.64,0.93,0.0,8,5,1
2025-01-04 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.79,115.82,23.35,25.96,55.21,1.53,0.0,9,5,1
2025-01-04 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.46,93.62,14.43,27.04,52.23,1.02,0.0,10,5,1
2025-01-04 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.06,89.79,21.83,27.57,64.35,1.77,0.0,11,5,1
2025-01-04 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.03,71.9,16.76,26.95,53.78,1.34,0.0,12,5,1
2025-01-04 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,44.8,100.32,17.75,29.08,61.62,2.2,0.0,13,5,1
2025-01-04 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,49.73,87.92,17.67,27.82,51.07,2.63,0.0,14,5,1
2025-01-04 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,40.82,66.17,16.4,28.05,56.54,3.36,0.0,15,5,1
2025-01-04 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.39,77.95,17.58,28.05,56.01,3.02,0.0,16,5,1
2025-01-04 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,55.59,110.7,21.81,27.29,47.81,2.7,0.0,17,5,1
2025-01-04 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,50.12,96.95,21.77,26.7,68.5,3.84,0.0,18,5,1
2025-01-04 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.33,99.7,28.71,24.88,61.19,3.12,1.54,19,5,1
2025-01-04 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.37,91.31,26.07,23.59,68.55,3.51,0.0,20,5,1
2025-01-04 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.77,88.27,19.14,23.15,61.49,2.79,0.0,21,5,1
2025-01-04 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,49.99,76.65,19.07,20.5,66.67,2.95,0.0,22,5,1
2025-01-04 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,48.95,85.18,20.6,20.23,63.73,2.34,0.0,23,5,1
2025-01-05 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,43.13,81.35,19.64,20.03,77.14,2.6,0.0,0,6,1
2025-01-05 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.43,87.61,11.41,20.3,71.87,2.56,0.0,1,6,1
2025-01-05 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,47.75,72.7,22.5,22.1,71.93,1.72,0.0,2,6,1
2025-01-05 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,41.68,96.08,12.76,20.88,77.08,1.45,0.0,3,6,1
2025-01-05 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,38.14,84.58,11.07,22.07,74.59,1.65,1.42,4,6,1
2025-01-05 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,55.99,85.69,23.58,24.81,70.59,0.96,0.0,5,6,1
2025-01-05 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.55,111.02,16.75,23.67,55.54,0.55,0.0,6,6,1
2025-01-05 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.09,85.99,27.05,25.89,57.83,1.36,0.0,7,6,1
2025-01-05 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,100.84,176.94,20.93,24.79,53.91,1.19,0.0,8,6,1
2025-01-05 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,101.52,157.37,21.24,26.5,62.37,1.28,0.0,9,6,1
2025-01-05 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.6,96.85,15.92,26.33,57.37,1.73,0.0,10,6,1
2025-01-05 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,37.79,62.49,22.09,27.62,46.73,2.0,0.0,11,6,1
2025-01-05 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,33.2,67.26,20.34,29.39,53.14,1.87,0.0,12,6,1
2025-01-05 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,48.11,95.3,14.25,26.43,45.04,1.69,0.0,13,6,1
2025-01-05 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,40.92,86.64,16.73,28.9,53.95,2.17,0.0,14,6,1
2025-01-05 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,45.42,96.62,20.65,28.32,45.14,2.96,0.0,15,6,1
2025-01-05 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,40.45,68.3,19.53,26.76,59.52,2.97,3.96,16,6,1
2025-01-05 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,48.64,95.15,28.42,25.01,60.27,2.82,0.0,17,6,1
2025-01-05 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,50.01,92.31,26.26,25.99,71.38,2.81,0.0,18,6,1
2025-01-05 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.01,87.08,25.94,24.36,67.09,3.48,0.0,19,6,1
2025-01-05 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,53.87,100.67,21.53,24.37,61.53,3.07,0.0,20,6,1
2025-01-05 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,51.12,91.41,19.91,23.28,70.91,3.4,0.0,21,6,1
2025-01-05 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,48.89,93.83,22.92,24.45,59.27,3.3,0.0,22,6,1
2025-01-05 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.37,63.16,19.27,21.68,63.15,2.56,0.0,23,6,1
2025-01-06 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,49.12,90.32,24.11,20.39,71.73,2.89,0.0,0,0,1
2025-01-06 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.83,106.27,19.72,21.72,57.05,2.26,0.0,1,0,1
2025-01-06 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,55.89,92.25,16.33,21.88,69.5,2.06,0.0,2,0,1
2025-01-06 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,57.88,94.2,20.24,23.6,62.81,0.72,0.0,3,0,1
2025-01-06 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,62.18,98.91,29.04,23.53,68.26,1.06,0.0,4,0,1
2025-01-06 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,55.25,85.52,20.87,23.68,59.53,0.92,0.0,5,0,1
2025-01-06 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,72.66,123.17,25.97,25.85,66.62,1.09,0.0,6,0,1
2025-01-06 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,39.17,72.05,20.45,23.57,62.12,1.25,8.57,7,0,1
2025-01-06 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,67.52,110.95,27.4,25.14,68.33,1.3,0.0,8,0,1
2025-01-06 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.66,136.6,26.85,25.64,58.04,1.46,0.0,9,0,1
2025-01-06 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,66.68,104.87,27.16,27.01,51.73,1.18,1.44,10,0,1
2025-01-06 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.64,95.65,22.98,26.38,53.59,2.01,0.0,11,0,1
2025-01-06 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.23,105.72,17.84,29.14,46.21,2.76,0.0,12,0,1
2025-01-06 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,58.58,102.74,20.24,28.23,56.44,2.04,0.0,13,0,1
2025-01-06 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.76,99.61,22.31,26.62,57.81,2.16,0.0,14,0,1
2025-01-06 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.16,86.59,21.35,26.81,69.89,2.39,0.0,15,0,1
2025-01-06 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,58.39,104.34,24.32,27.85,52.61,2.95,0.0,16,0,1
2025-01-06 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,57.62,85.56,33.27,27.76,56.39,2.83,0.0,17,0,1
2025-01-06 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.7,116.52,30.59,28.3,56.47,2.39,0.0,18,0,1
2025-01-06 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,66.78,118.44,35.01,28.5,63.27,2.54,0.0,19,0,1
2025-01-06 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.71,99.55,32.03,24.59,66.36,3.63,0.0,20,0,1
2025-01-06 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.9,95.88,26.11,22.06,65.68,3.64,0.0,21,0,1
2025-01-06 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,31.14,67.41,25.97,19.97,74.17,3.63,6.61,22,0,1
2025-01-06 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.38,106.08,25.45,22.29,65.23,2.8,0.0,23,0,1
2025-01-07 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,58.53,113.55,27.06,20.64,75.64,2.01,0.0,0,1,1
2025-01-07 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,46.4,74.76,19.05,21.0,73.23,2.0,0.0,1,1,1
2025-01-07 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.54,101.16,21.31,20.88,69.66,1.27,0.0,2,1,1
2025-01-07 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,61.81,110.42,24.74,21.8,67.04,1.01,0.0,3,1,1
2025-01-07 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.2,103.58,26.56,23.8,82.22,1.61,0.0,4,1,1
2025-01-07 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,57.15,111.42,21.88,23.44,61.1,1.58,0.0,5,1,1
2025-01-07 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.6,107.06,25.59,23.9,65.86,2.12,0.0,6,1,1
2025-01-07 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,72.41,109.8,31.73,23.76,57.5,1.16,0.0,7,1,1
2025-01-07 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,67.22,120.75,30.7,23.9,70.64,0.62,0.0,8,1,1
2025-01-07 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,74.14,119.74,31.48,26.17,63.32,1.28,0.0,9,1,1
2025-01-07 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,71.62,126.18,29.84,27.41,52.27,1.37,0.0,10,1,1
2025-01-07 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,58.77,103.62,25.77,30.15,58.15,1.48,0.0,11,1,1
2025-01-07 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,47.85,95.45,23.15,28.54,55.82,2.1,0.0,12,1,1
2025-01-07 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.83,113.23,20.22,29.68,50.9,1.65,1.59,13,1,1
2025-01-07 14:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,9.17,18.0,22.18,27.78,58.82,2.52,11.86,14,1,1
2025-01-07 15:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,57.5,101.91,23.96,26.61,57.41,2.99,0.0,15,1,1
2025-01-07 16:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,49.58,69.17,30.88,26.32,57.64,3.55,0.0,16,1,1
2025-01-07 17:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.5,96.13,30.62,25.88,57.75,3.21,0.0,17,1,1
2025-01-07 18:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,67.97,115.15,33.19,28.46,62.52,3.64,0.0,18,1,1
2025-01-07 19:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,63.38,111.67,30.42,24.01,63.38,3.0,3.2,19,1,1
2025-01-07 20:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,62.8,109.92,36.45,25.1,64.43,3.03,0.0,20,1,1
2025-01-07 21:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,60.61,95.49,27.59,22.17,62.15,3.67,0.0,21,1,1
2025-01-07 22:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,53.52,100.41,26.13,23.64,77.82,2.29,0.0,22,1,1
2025-01-07 23:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,52.4,88.9,28.71,22.43,62.63,2.52,0.0,23,1,1
2025-01-08 00:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,47.26,59.33,24.34,21.43,72.29,2.97,0.0,0,2,1
2025-01-08 01:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,54.64,110.79,18.8,21.45,68.08,2.1,0.0,1,2,1
2025-01-08 02:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,43.06,81.35,18.13,20.83,80.28,1.81,0.0,2,2,1
2025-01-08 03:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,61.75,105.68,21.18,22.5,63.51,1.58,0.0,3,2,1
2025-01-08 04:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.09,102.7,20.68,21.98,63.25,1.55,0.0,4,2,1
2025-01-08 05:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,65.66,112.36,19.26,21.78,60.18,1.82,0.0,5,2,1
2025-01-08 06:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,68.48,99.99,23.67,22.56,66.01,1.65,0.0,6,2,1
2025-01-08 07:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,76.08,145.49,19.38,25.21,53.76,1.21,0.0,7,2,1
2025-01-08 08:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,81.85,146.81,31.95,27.8,57.06,1.73,0.0,8,2,1
2025-01-08 09:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,66.73,124.02,30.87,26.94,45.09,1.49,0.0,9,2,1
2025-01-08 10:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,64.72,115.54,30.61,27.33,57.79,1.88,0.0,10,2,1
2025-01-08 11:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.78,112.89,25.13,28.37,52.07,1.24,0.0,11,2,1
2025-01-08 12:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,51.8,80.32,21.26,29.95,45.34,2.72,0.0,12,2,1
2025-01-08 13:00:00+00:00,BLR_BTM,BTM Layout,12.9166,77.6101,56.7,93.87,25.64,28.76,60.51,2.3,0.0,13,2,1
